model,slug,product_name,category,current_plan,current_months,current_price,current_promo,pdf_plan,pdf_months,pdf_price,pdf_promo,difference,status,source_pdf,source_page,confidence,notes
S3MFC,s3mfc,LG Styler ตู้ถนอมผ้า,ตู้ถนอมผ้า,Self 6 ปี (72 เดือน) | ไม่มีบริการ,72,799,บิลแรก ฿149 + โปร 50% เดือน 2-8,Self 6Y | ทุกๆ 12 เดอื น,72,799,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,26,high,PDF policy: SELF_6Y_12M_PRO_149(1M)_DC50%(7M)
MS3032JAS,ms3032jas,ไมโครเวฟอุ่นอาหาร ขนาด 30 ลิตร สีดำ,ไมโครเวฟ,ไม่รับบริการ 6 ปี (72 เดือน) | ไม่มีบริการ,72,89,,No Service 6Y | No Service,72,89,-,0,MATCH,Price list_Aug_V3.pdf,27,high,PDF policy: NOSERVICE_6Y
MD19GQGA1,md19gqga1,เครื่องลดความชื้น LG PuriCare Dehumidifier 19 (30 ลิตร),เครื่องลดความชื้น,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,449,โปร 50% เดือน 1-3,Visit 5Y | ทุกๆ12 เดอื น,60,449,Disc.50% (3 รอบบิล),0,MATCH,Sale Price8 - Subscription_V3.pdf,5,high,PDF policy: VISIT_5Y_12M_DC50%3M_AUG
MD19GQGA1,md19gqga1,เครื่องลดความชื้น LG PuriCare Dehumidifier 19 (30 ลิตร),เครื่องลดความชื้น,Self 5 ปี (60 เดือน) | ไม่มีบริการ,60,399,โปร 50% เดือน 1-3,Self 5Y | ทุกๆ12 เดอื น,60,399,Disc.50% (3 รอบบิล),0,MATCH,Sale Price8 - Subscription_V3.pdf,5,high,PDF policy: SELF_5Y_12M_DC50%3M_AUG
DD23GMWE1 + AS30GGW10,dd23gmwe1,เครื่องลดความชื้น LG PuriCare Dehumidifier 23 (40 ลิตร) + AeroMini (ของแถม),เครื่องลดความชื้น,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,599,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ12 เดอื น,60,599,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 2 เดอื น (รอบบลิ ท ่ี2-3) •แถมฟรี AeroMini,0,MATCH,Price list_Aug_V3.pdf,28,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(2M)_FREE_GIFT)
DD23GMWE1 + AS30GGW10,dd23gmwe1,เครื่องลดความชื้น LG PuriCare Dehumidifier 23 (40 ลิตร) + AeroMini (ของแถม),เครื่องลดความชื้น,Self 5 ปี (60 เดือน) | ไม่มีบริการ,60,549,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ12 เดอื น,60,549,•ราคา149.-(1รอบบลิ แรก) •ลด 50% 2 เดอื น (รอบบลิ ท ่ี2-3) •แถมฟรี AeroMini,0,MATCH,Price list_Aug_V3.pdf,28,high,PDF policy: SELF_5Y_12M_PRO_149(1M)_DC50%(2M)_FREE_GIFT)
AS35GGW10,as35ggw10,เครื่องฟอกอากาศ LG PuriCare AeroHit 32 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,249,โปร 50% เดือน 1-3,Visit 5Y | ทุก 6 เดือน,60,249,ลด 50% รอบบิล 1-3,0,MATCH,Sale Price8 - Subscription_V3.pdf,6,high,Verified from rendered page; positioned text was split into individual characters. | PDF policy: VISIT_5Y_6M
AS35GGW10,as35ggw10,เครื่องฟอกอากาศ LG PuriCare AeroHit 32 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน) | ไม่มีบริการ,60,199,,Self 5Y | ทุก 6 เดือน,60,199,ไม่มีส่วนลดรายเดือน,0,MATCH,Sale Price8 - Subscription_V3.pdf,6,high,Verified from rendered page; positioned text was split into individual characters. | PDF policy: SELF_5Y_6M
AS25GCBY0,as25gcby0,เครื่องฟอกอากาศ LG PuriCare AeroCat Tower สีเบจ สำหรับน้องแมว,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,599,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ12 เดอื น,60,599,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 2 เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,29,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(2M)
AS25GCBY0,as25gcby0,เครื่องฟอกอากาศ LG PuriCare AeroCat Tower สีเบจ สำหรับน้องแมว,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน) | ไม่มีบริการ,60,549,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ12 เดอื น,60,549,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 2 เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,29,high,PDF policy: SELF_5Y_12M_PRO_149(1M)_DC50%(2M)
AS60GHWG0,as60ghwg0,เครื่องฟอกอากาศ LG PuriCare 360 Hit 61 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,449,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 12 เดอื น,60,449,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,30,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(2M)
AS60GHWG0,as60ghwg0,เครื่องฟอกอากาศ LG PuriCare 360 Hit 61 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,399,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 12 เดอื น,60,399,•ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,30,high,PDF policy: SELF_5Y_12M_PRO_149(1M)_DC50%(2M)
AS60GHWG0,as60ghwg0,เครื่องฟอกอากาศ LG PuriCare 360 Hit 61 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,499,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 6เดอื น,60,499,•ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,30,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(2M)
AS60GHWG0,as60ghwg0,เครื่องฟอกอากาศ LG PuriCare 360 Hit 61 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,449,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 6เดอื น,60,449,•ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,30,high,PDF policy: SELF_5Y_6M_PRO_149(1M)_DC50%(2M)
AS65GDBY0,as65gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 61.2 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,749,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 12 เดอื น,60,749,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,31,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(2M)
AS65GDBY0,as65gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 61.2 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,699,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 12 เดอื น,60,699,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,31,high,PDF policy: SELF_5Y_12M_PRO_149(1M)_DC50%(2M)
AS65GDBY0,as65gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 61.2 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,799,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 6เดอื น,60,799,• ราคา 149.-(1 รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,31,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(2M)
AS65GDBY0,as65gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 61.2 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,749,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 6เดอื น,60,749,• ราคา 149.-(1 รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,31,high,PDF policy: SELF_5Y_6M_PRO_149(1M)_DC50%(2M)
AS10GDBY0,as10gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 104 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1149,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 12 เดอื น,60,1149,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,32,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(2M)
AS10GDBY0,as10gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 104 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1099,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 12 เดอื น,60,1099,• ราคา 149.-(1รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,32,high,PDF policy: SELF_5Y_12M_PRO_149(1M)_DC50%(2M)
AS10GDBY0,as10gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 104 ตร.ม.,เครื่องฟอกอากาศ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1199,บิลแรก ฿149 + โปร 50% เดือน 2-3,Visit 5Y | ทุกๆ 6เดอื น,60,1199,• ราคา 149.-(1 รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,32,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(2M)
AS10GDBY0,as10gdby0,เครื่องฟอกอากาศ LG PuriCare Alpha Pet 104 ตร.ม.,เครื่องฟอกอากาศ,Self 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1149,บิลแรก ฿149 + โปร 50% เดือน 2-3,Self 5Y | ทุกๆ 6เดอื น,60,1149,• ราคา 149.-(1 รอบบลิ แรก) • ลด 50% 2เดอื น (รอบบลิ ท ่ี2-3),0,MATCH,Price list_Aug_V3.pdf,32,high,PDF policy: SELF_5Y_6M_PRO_149(1M)_DC50%(2M)
IXY11A,ixy11a,"แอร์อินเวอร์เตอร์ 9,212 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,499,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ6 เดอื น,60,499,Promotion Aug 149 (1st Billing) Buy 2 RAC Get Free 1 AS35,0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_6M00
IXY11A,ixy11a,"แอร์อินเวอร์เตอร์ 9,212 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,399,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ12 เดอื น,60,399,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (399),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_12M
IXY13A,ixy13a,"แอร์อินเวอร์เตอร์ 12,283 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,549,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ6 เดอื น,60,549,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (549),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_6M
IXY13A,ixy13a,"แอร์อินเวอร์เตอร์ 12,283 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,449,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ12 เดอื น,60,449,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (449),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_12M
IXY18A,ixy18a,"แอร์อินเวอร์เตอร์ 18,084 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,699,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ6 เดอื น,60,699,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (699),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_6M
IXY18A,ixy18a,"แอร์อินเวอร์เตอร์ 18,084 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,599,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ12 เดอื น,60,599,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (599),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_12M
IXY24A,ixy24a,"แอร์อินเวอร์เตอร์ 21,154 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,849,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ6 เดอื น,60,849,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (849),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_6M
IXY24A,ixy24a,"แอร์อินเวอร์เตอร์ 21,154 BTU LG DUALCOOL",เครื่องปรับอากาศ IXY,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,749,บิลแรก ฿149 · ซับ 2 แถม 1,Visit 5Y | ทุกๆ12 เดอื น,60,749,รอบบลิ ท่ี1 (149) รอบบลิ ท่ี2 ถงึ 60 (749),0,MATCH,Sale Price8 - Subscription_V3.pdf,7,high,PDF policy: VISIT_5Y_12M
SIQ11B,siq11b,"แอร์อินเวอร์เตอร์ 9,212 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,699,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,699,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,36,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SIQ11B,siq11b,"แอร์อินเวอร์เตอร์ 9,212 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,599,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,599,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,36,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SIQ13B,siq13b,"แอร์อินเวอร์เตอร์ 12,200 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,799,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,799,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,36,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SIQ13B,siq13b,"แอร์อินเวอร์เตอร์ 12,200 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,699,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,699,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,36,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SIQ18B,siq18b,"แอร์ LG DUALCOOL AI 18,000 BTU รุ่น SIQ18B",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,999,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,999,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,37,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SIQ18B,siq18b,"แอร์ LG DUALCOOL AI 18,000 BTU รุ่น SIQ18B",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,899,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,899,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,37,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SIQ24B,siq24b,"แอร์อินเวอร์เตอร์ 22,178 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1199,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,1199,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,37,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SIQ24B,siq24b,"แอร์อินเวอร์เตอร์ 22,178 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SIQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1099,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,1099,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,37,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SAQ11A,saq11a,"แอร์อินเวอร์เตอร์ 9,200 BTU LG DUALCOOL AI Air รุ่น SAQ11A",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,899,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,899,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,34,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SAQ11A,saq11a,"แอร์อินเวอร์เตอร์ 9,200 BTU LG DUALCOOL AI Air รุ่น SAQ11A",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,799,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,799,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,34,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SAQ13A,saq13a,"แอร์อินเวอร์เตอร์ 12,000 BTU LG DUALCOOL AI Air รุ่น SAQ13A",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,949,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,949,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,34,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SAQ13A,saq13a,"แอร์อินเวอร์เตอร์ 12,000 BTU LG DUALCOOL AI Air รุ่น SAQ13A",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,849,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,849,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,34,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SAQ18B,saq18b,"แอร์ LG DUALCOOL AI 18,000 BTU รุ่น SAQ18B",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1149,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,1149,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,35,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SAQ18B,saq18b,"แอร์ LG DUALCOOL AI 18,000 BTU รุ่น SAQ18B",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1049,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,1049,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,35,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
SAQ24B,saq24b,"แอร์อินเวอร์เตอร์ 24,225 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1299,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,1299,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,35,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
SAQ24B,saq24b,"แอร์อินเวอร์เตอร์ 24,225 BTU LG DUALCOOL AI Air",เครื่องปรับอากาศ SAQ,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1199,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,1199,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,35,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
ART13A.SR1,art13a,"แอร์อินเวอร์เตอร์ 11,942 BTU LG ARTCOOL",เครื่องปรับอากาศ ART,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1049,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,1049,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,33,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
ART13A.SR1,art13a,"แอร์อินเวอร์เตอร์ 11,942 BTU LG ARTCOOL",เครื่องปรับอากาศ ART,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,949,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,949,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,33,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
ART18A.SR1,art18a,"แอร์อินเวอร์เตอร์ 18,084 BTU LG ARTCOOL",เครื่องปรับอากาศ ART,Visit 5 ปี (60 เดือน · 6 งวด) | ทุก 6 เดือน,60,1249,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ6 เดอื น,60,1249,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,33,high,PDF policy: VISIT_5Y_6M_PRO_149(1M)_DC50%(7M)
ART18A.SR1,art18a,"แอร์อินเวอร์เตอร์ 18,084 BTU LG ARTCOOL",เครื่องปรับอากาศ ART,Visit 5 ปี (60 เดือน · 12 งวด) | ทุก 12 เดือน,60,1149,บิลแรก ฿149 + โปร 50% เดือน 2-8,Visit 5Y | ทุกๆ12 เดอื น,60,1149,•ราคา 149.-(1รอบบลิ แรก) •ลด 50% 7 เดอื น (รอบบลิ ท ่ี2-8),0,MATCH,Price list_Aug_V3.pdf,33,high,PDF policy: VISIT_5Y_12M_PRO_149(1M)_DC50%(7M)
ZT4Q18GPLA1,zt4q18,"เครื่องปรับอากาศ 4-Way Cassette ขนาด 18,000 BTU",เครื่องปรับอากาศ SAC 4Way Cassette,Visit 5 ปี (60 เดือน) | ไม่มีบริการ,60,1899,รุ่นใหม่ Y2026,Visit 5Y | ทุกๆ4 เดอื น,60,1899,-,0,MATCH,Price list_Aug_V3.pdf,38,high,PDF policy: VISIT_5Y_4M
